timestamp,event subtype,RSSI
1657742880.723300,44,-37
1657742881.201510,44,-39
1657742881.244070,44,-39
1657742883.357190,44,-39
1657742883.398700,44,-39
1657742900.919990,44,-39
1657742900.962530,44,-39
1657742901.219100,44,-39
1657742901.231390,40,-39
1657742901.362660,44,-39
1657742901.633730,44,-39
1657742901.776810,44,-39
1657742903.998010,44,-35
1657742904.039980,44,-39
1657742906.654130,44,-39
1657742906.660510,40,-39
1657742906.699100,44,-39
1657742924.476760,44,-35
1657742924.518420,44,-39
1657742944.955330,44,-41
1657742944.997760,44,-39
1657742965.435870,44,-35
1657742965.478530,44,-39
1657742982.078020,44,-39
1657742982.112940,13,-39
1657743001.267120,44,-39
1657743001.309560,44,-37
1657743002.552760,44,-39
1657743002.595320,44,-37
1657743023.031180,44,-35
1657743023.074610,44,-39
1657743043.509990,44,-35
1657743043.553430,44,-39
1657743047.147410,44,-39
1657743047.249000,44,-39
1657743047.519320,44,-41
1657743047.621340,44,-41
1657743047.701090,4,-93
1657743047.880120,4,-39
1657743047.938820,44,-39
1657743047.938820,44,-39
1657743047.940780,44,-39
1657743047.940780,44,-39
1657743048.040790,44,-39
1657743048.043560,44,-39
1657743048.043570,44,-37
1657743048.069340,4,-39
1657743048.091290,4,-39
1657743048.148790,4,-39
1657743048.172060,4,-39
1657743048.249600,4,-43
1657743048.271010,4,-43
1657743048.300870,44,-39
1657743048.401790,44,-39
1657743048.483190,44,-39
1657743048.504350,44,-39
1657743063.989240,44,-39
1657743064.032190,44,-39
1657743084.467680,44,-39
1657743084.511110,44,-39
1657743101.716620,44,-37
1657743101.724640,13,-37
1657743101.759850,44,-39
1657743102.250770,44,-37
1657743102.292430,44,-37
1657743122.866410,44,-41
1657743122.908370,44,-39
1657743125.571430,40,-39
1657743125.618000,44,-39
1657743143.344110,44,-35
1657743143.387630,44,-39
1657743163.824700,44,-35
1657743163.867310,44,-39
1657743184.303110,44,-39
1657743184.345080,44,-39
1657743201.858780,44,-37
1657743201.866810,13,-37
1657743201.902170,44,-39
1657743201.997160,44,-37
1657743202.055570,13,-37
1657743202.340910,44,-37
1657743204.781050,44,-35
1657743204.824440,44,-39
1657743219.572600,44,-39
1657743219.616070,44,-39
1657743219.616070,44,-39
1657743220.492190,44,-39
1657743220.538520,44,-39
1657743222.706280,44,-37
1657743222.747760,44,-83
1657743222.749520,44,-39
1657743231.324520,44,-39
1657743231.371880,13,-39
1657743231.772430,44,-39
1657743236.504030,40,-37
1657743236.508010,44,-39
1657743236.514600,40,-39
1657743236.656170,44,-39
1657743243.179270,44,-39
1657743243.221660,44,-39
1657743246.750910,44,-39
1657743246.767170,13,-37
1657743246.792770,44,-37
1657743263.658300,44,-35
1657743263.699750,44,-39
1657743284.137080,44,-35
1657743284.178410,44,-39
1657743302.304610,44,-39
1657743302.308660,13,-39
1657743302.347820,44,-39
1657743304.658270,44,-39
1657743325.107140,40,-40
1657743325.107150,40,0
1657743325.107150,40,0
1657743325.107150,40,-42
1657743325.238630,44,-39
1657743325.652880,44,-37
1657743325.697320,44,-39
1657743325.920900,44,-37
1657743325.963670,44,-37
1657743325.982020,44,-39
1657743326.326740,44,-39
1657743326.862020,44,-37
1657743327.105210,44,-39
1657743327.361150,44,-37
1657743327.705400,44,-37
1657743328.006480,44,-37
1657743328.451350,44,-37
1657743328.455130,44,-37
1657743328.886410,40,-37
1657743329.002590,44,-37
1657743329.100970,44,-39
1657743329.546860,44,-37
1657743334.150190,44,-37
1657743334.156280,40,-37
1657743334.193270,44,-37
1657743338.184340,44,-39
1657743338.529680,44,-37
1657743343.016180,44,-39
1657743343.058330,44,-39
1657743364.772040,44,-35
1657743364.813890,44,-39
1657743368.866920,44,-39
1657743368.914730,44,-39
1657743385.252190,44,-35
1657743385.294810,44,-39
1657743402.657430,44,-39
1657743402.702130,44,-39
1657743405.728560,40,-41
1657743405.730100,44,-35
1657743405.772690,44,-39
1657743426.208800,44,-41
1657743426.250290,44,-39
1657743446.688920,44,-35
1657743446.731560,44,-39
1657743463.331020,44,-37
1657743463.373420,44,-39
1657743463.512190,40,-37
1657743463.513830,44,-39
1657743463.556460,44,-39
1657743483.805460,44,-35
1657743483.849730,44,-39
1657743502.437650,44,-37
1657743502.480740,44,-37
1657743504.284480,44,-35
1657743504.325610,44,-39
1657743509.778280,44,-39
1657743509.823790,44,-39
1657743509.918540,44,-39
1657743510.003700,44,-39
1657743510.048520,44,-39
1657743510.224440,44,-37
1657743510.269530,44,-37
1657743510.695320,40,-43
1657743510.696550,44,-39
1657743510.741760,44,-37
1657743511.598410,44,-37
1657743511.643460,44,-37
1657743513.379710,44,-39
1657743513.422500,44,-39
1657743514.989480,40,-39
1657743515.030040,44,-39
1657743524.766740,44,-35
1657743524.811000,44,-39
1657743545.297230,44,-39
1657743565.727450,44,-37
1657743565.793750,44,-39
1657743565.838200,44,-39
1657743566.384550,44,-39
1657743566.393070,13,-39
1657743566.792370,44,-39
1657743566.935550,44,-39
1657743567.199470,44,-39
1657743567.202710,13,-39
1657743567.243410,44,-39
1657743567.919430,44,-39
1657743568.067140,44,-39
1657743568.327320,44,-37
1657743568.473380,44,-39
1657743568.737140,44,-39
1657743568.980840,44,-37
1657743569.252700,44,-37
1657743569.252710,44,-37
1657743569.297870,44,-37
1657743569.556270,44,-39
1657743569.602890,44,-39
1657743570.170780,44,-37
1657743570.316320,44,-37
1657743570.580240,44,-39
1657743571.200500,44,-39
1657743571.307920,40,-39
1657743571.344850,44,-39
1657743572.673660,44,-39
1657743574.006900,44,-37
1657743574.267010,44,-39
1657743574.410430,44,-39
1657743575.909450,44,-37
1657743575.954210,44,-37
1657743576.023630,44,-39
1657743576.067070,44,-39
1657743578.674410,44,-39
1657743578.679840,40,-39
1657743578.821470,44,-39
1657743582.153350,44,-37
1657743582.295910,44,-39
1657743583.179560,44,-41
1657743583.224500,44,-39
1657743583.476970,44,-37
1657743583.478200,44,-39
1657743583.826300,44,-37
1657743584.246630,44,-39
1657743584.249760,44,-39
1657743584.254060,44,-39
1657743597.416680,44,-37
1657743597.462090,44,-37
1657743598.022120,44,-39
1657743600.151840,44,-37
1657743600.194190,44,-39
1657743600.483280,44,-39
1657743600.753190,40,-42
1657743600.828780,44,-37
1657743601.093940,44,-39
1657743601.200570,40,-42
1657743601.200570,40,0
1657743601.200570,40,0
1657743601.200570,40,0
1657743601.337660,44,-37
1657743601.509590,44,-37
1657743601.954090,44,-39
1657743602.080510,44,-37
1657743602.225170,44,-37
1657743602.333400,44,-39
1657743602.479240,44,-39
1657743602.708010,44,-37
1657743603.055080,44,-37
1657743603.346620,44,-39
1657743603.590940,44,-39
1657743603.661420,44,-37
1657743603.705680,44,-39
1657743605.973110,44,-39
1657743606.019420,44,-39
1657743611.543230,44,-39
1657743611.590670,44,-39
1657743611.854740,44,-39
1657743612.003310,44,-39
1657743624.355770,44,-39
1657743624.398420,44,-39
1657743625.775660,44,-37
1657743625.779650,13,-37
1657743625.820730,44,-39
1657743644.612140,44,-39
1657743644.655080,44,-39
1657743650.146050,44,-39
1657743650.150180,13,-39
1657743650.191360,44,-37
1657743665.556080,44,-41
1657743665.597770,44,-39
1657743665.681170,44,-39
1657743665.723820,44,-39
1657743665.932570,44,-39
1657743666.178820,44,-37
1657743666.422790,44,-39
1657743666.666830,44,-39
1657743666.938590,44,-37
1657743667.084110,44,-37
1657743671.034680,44,-39
1657743671.039020,40,-39
1657743671.079770,44,-39
1657743686.033600,44,-35
1657743686.076740,44,-39
1657743686.906220,44,-39
1657743686.910260,13,-39
1657743686.953820,44,-39
1657743686.957010,44,-39
1657743687.002550,44,-39
1657743703.022530,44,-39
1657743703.498480,40,-39
1657743703.499970,44,-39
1657743703.542040,44,-39
1657743703.762570,40,-40
1657743703.763940,44,-37
1657743703.806850,44,-37
1657743725.712540,40,-43
