timestamp,event subtype,RSSI
1657226575.141820,44,-41
1657226575.403340,44,-41
1657226575.447900,44,-39
1657226576.079490,40,-39
1657226576.081930,44,-41
1657226576.124870,44,-39
1657226577.966520,44,-39
1657226578.009840,44,-41
1657226585.344340,44,-39
1657226585.344340,44,-39
1657226585.390290,44,-39
1657226594.045960,44,-39
1657226594.088830,44,-39
1657226594.359460,44,-33
1657226594.402300,44,-33
1657226600.199790,44,-35
1657226600.243320,44,-33
1657226615.811900,44,-37
1657226615.854270,44,-39
1657226629.398750,44,-35
1657226629.442090,44,-33
1657226634.315910,44,-41
1657226634.322730,40,-39
1657226634.358500,44,-39
1657226635.882950,44,-41
1657226635.924810,44,-41
1657226649.684250,44,-41
1657226649.726950,44,-39
1657226649.757820,44,-33
1657226649.801170,44,-33
1657226656.793050,44,-39
1657226656.835010,44,-41
1657226677.283240,44,-37
1657226677.325200,44,-41
1657226692.406850,44,-41
1657226692.551980,44,-39
1657226692.813800,44,-39
1657226692.956630,44,-39
1657226693.225890,44,-33
1657226693.371480,44,-33
1657226693.635730,44,-33
1657226693.638540,13,-33
1657226693.783500,44,-33
1657226694.352920,44,-39
1657226694.396140,44,-39
1657226694.658680,44,-33
1657226694.704240,44,-33
1657226694.967390,44,-41
1657226695.010740,44,-39
1657226696.197300,44,-33
1657226696.242400,44,-33
1657226696.809410,44,-39
1657226696.852690,44,-41
1657226697.119130,44,-33
1657226697.163580,44,-33
1657226697.426940,44,-33
1657226697.430890,40,-33
1657226697.472370,44,-33
1657226697.807160,44,-33
1657226697.852190,44,-33
1657226699.987790,44,-33
1657226700.030610,44,-33
1657226701.525370,44,-39
1657226701.531730,44,-41
1657226701.536840,44,-39
1657226701.585270,44,-39
1657226701.839070,44,-39
1657226701.886950,44,-39
1657226702.137780,44,-33
1657226702.282810,44,-33
1657226707.774710,44,-39
1657226710.233060,44,-33
1657226710.275930,44,-33
1657226711.462430,44,-33
1657226711.505410,44,-33
1657226714.426000,44,-31
1657226714.469040,44,-33
1657226714.738450,44,-39
1657226714.746910,13,-39
1657226714.782280,44,-39
1657226723.142530,44,-33
1657226723.185840,44,-33
1657226725.600870,44,-33
1657226725.643750,44,-33
1657226725.907950,44,-33
1657226725.950140,44,-33
1657226726.215390,44,-33
1657226726.258040,44,-33
1657226727.137650,44,-39
1657226727.283380,44,-39
1657226728.470030,44,-39
1657226728.512280,44,-37
1657226729.698960,44,-33
1657226729.741890,44,-33
1657226731.543040,44,-33
1657226731.587030,44,-33
1657226734.914590,44,-37
1657226734.959350,44,-39
1657226737.997590,44,-33
1657226742.915850,44,-33
1657226742.919500,40,-33
1657226742.958100,44,-33
1657226750.289910,44,-33
1657226750.333210,44,-33
1657226755.400320,44,-37
1657226755.443930,44,-39
1657226755.524100,44,-39
1657226755.555270,13,-39
1657226755.970500,44,-39
1657226768.008560,40,-33
1657226768.010890,44,-15
1657226768.119780,40,-36
1657226768.157840,13,-15
1657226768.159080,13,-15
1657226768.160310,13,-33
1657226768.239320,40,-36
1657226768.350080,40,-36
1657226768.656640,44,-33
1657226768.807750,44,-39
1657226769.152240,44,-39
1657226770.368320,44,-15
1657226770.511460,44,-15
1657226770.552400,44,-39
1657226770.606740,40,-38
1657226770.705830,40,-38
1657226770.891040,40,-38
1657226770.998610,44,-81
1657226771.250070,44,-39
1657226771.696870,44,-39
1657226771.768810,44,-33
1657226771.810840,44,-33
1657226772.111530,44,-33
1657226772.254530,44,-33
1657226772.301670,44,-39
1657226772.622390,44,-33
1657226772.865990,44,-33
1657226772.867400,44,-33
1657226772.909560,44,-33
1657226773.015180,44,-39
1657226773.060710,40,-38
1657226773.327760,40,-41
1657226773.344430,40,-40
1657226773.368190,40,-38
1657226773.700340,13,-39
1657226773.862380,44,-39
1657226773.946690,44,-39
1657226773.952350,44,-39
1657226773.954930,44,-39
1657226774.189370,40,-37
1657226774.192800,40,-38
1657226774.656110,40,-40
1657226774.673210,40,-40
1657226774.674380,40,-40
1657226774.674380,40,0
1657226774.674380,40,-39
1657226774.674390,40,0
1657226774.675630,40,-40
1657226774.680410,40,-40
1657226774.680420,40,0
1657226774.680420,40,-39
1657226774.680420,40,0
1657226774.680430,40,-38
1657226774.680430,40,0
1657226774.681520,40,-38
1657226774.681520,40,0
1657226774.681530,40,-37
1657226774.681530,40,0
1657226774.681540,40,-37
1657226774.681540,40,0
1657226774.682800,40,0
1657226774.682800,40,0
1657226774.696390,40,-40
1657226774.701120,40,-40
1657226774.713610,40,-40
1657226774.713620,40,0
1657226774.713620,40,-39
1657226774.713620,40,0
1657226774.741540,40,-40
1657226774.741540,40,-39
1657226774.753110,40,-40
1657226774.755690,40,-40
1657226774.758620,40,-40
1657226774.758630,40,-40
1657226774.759880,40,-40
1657226774.759880,40,-40
1657226774.773630,40,-40
1657226774.784880,40,-40
1657226774.784890,40,-40
1657226774.784900,40,-40
1657226774.785940,40,-40
1657226774.785950,40,-39
1657226774.812690,40,-40
1657226774.814080,40,-40
1657226774.814090,40,-39
1657226774.815170,40,-40
1657226774.827070,40,-40
1657226774.827070,40,0
1657226774.834100,40,-40
1657226774.835890,40,-40
1657226774.840420,40,-40
1657226774.848200,40,-40
1657226774.865830,40,-39
1657226774.865840,40,-40
1657226774.865840,40,0
1657226774.865850,40,0
1657226774.868340,40,-40
1657226774.880300,40,-40
1657226774.882430,40,-40
1657226774.893900,40,-40
1657226774.905650,40,-37
1657226774.905650,40,0
1657226774.905650,40,0
1657226774.919170,40,-39
1657226774.925230,40,-40
1657226774.926630,40,-40
1657226774.934050,40,-40
1657226774.936110,40,-40
1657226774.940980,40,-40
1657226774.942220,40,-40
1657226774.957030,40,-40
1657226774.984300,40,-40
1657226775.002230,40,-40
1657226775.007320,40,-38
1657226775.019330,40,-40
1657226775.019340,40,-39
1657226775.027650,40,-40
1657226775.028650,40,-40
1657226775.028650,40,0
1657226775.028650,40,0
1657226775.035720,40,-40
1657226775.035730,40,-39
1657226775.046880,40,-40
1657226775.048490,40,-40
1657226775.048500,40,-39
1657226775.054080,40,-40
1657226775.054080,40,0
1657226775.062740,40,-40
1657226775.066130,40,-40
1657226775.066140,40,-40
1657226775.066150,40,-40
1657226775.066150,40,0
